Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price
Ultrabook KRUGER&MATZ Explore 1405 (KM1405-B) N3450 4GB 32GB W10,"14.1"", 1920 x 1080px",Intel Celeron N3450,4,32 GB Flash,Intel HD Graphics 500,Windows 10 Home,,
Laptop ACER Predator Helios 300 (NH.Q3FEP.032) i7-8750H 8GB 2000GB 128GB SSD GF-GTX1060 W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,2000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1060,Windows 10 Home,,
Laptop ASUS VivoBook S14 i3-8145U 4GB 256GB SSD W10,"14"", 1920 x 1080px",Intel Core i3-8145U,4,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop DELL Inspiron 15 (3585-5067) Ryzen 5 2500U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 2500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,
Laptop DELL Inspiron 15 (3580-5005) i5-8265U 8GB 256GB SSD AMD R5 M520 W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,AMD Radeon R5 M520,Windows 10 Home,,
Laptop MICROSOFT Surface Pro 6 (KJW-00004) i7-8650U 16GB 1000GB SSD W10,"12.3"", 2736 x 1824px, Dotykowy",Intel Core i7-8650U,16,1000 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop ACER TravelMate X3410 (NX.VHJEP.012) i3-8130U 8GB 128GB SSD W10P,"14"", 1920 x 1080px",Intel Core i3-8130U,8,128 GB SSD,Intel UHD Graphics 620,Windows 10 Professional,,
Laptop HUAWEI MateBook 13 (53010FSW) i5-8265U 8GB 256GB SSD W10,"13"", 2160 x 1440px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop LENOVO Yoga C930-13 (81C4008RPB) i5-8250U 8GB 256GB SSD W10,"13.9"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,
Laptop TECHBITE Zin 14.1 N4000 4GB 32GB eMMC W10,"14.1"", 1366 x 768px",Intel Celeron N4000,4,32 GB Flash,Intel UHD Graphics 600,Windows 10 Home,,
APPLE MacBook Air i5-8210Y 8GB 128GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8210Y,8,128 GB SSD,Intel UHD Graphics 617,MacOS Mojave,,
Laptop LENOVO IdeaPad 330-15IKB (81DC0096PB) i5-7200U 4GB 1000GB W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,4,1000 GB HDD,Intel HD Graphics 620,Windows 10 Home,,
Laptop MSI GL63 (8RD-419PL) i7-8750H 8GB 1000GB GTX1050 Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,
Laptop ACER Predator Helios 500 (NH.Q3GEP.007) Ryzen 5 2600 16GB 512GB SSD AMD RX VEGA 56 W10,"17.3"", 1920 x 1080px",AMD Ryzen 5 2600,16,512 GB SSD,AMD Radeon RX Vega 56,Windows 10 Home,,
Laptop DELL XPS 15 (9575-6431) i5-8305G 8GB 256GB SSD VEGA 870 W10,"15.6"", 1920 x 1080px, Dotykowy",Intel Core i5-8305G,8,256 GB SSD,AMD Radeon RX Vega 870,Windows 10 Home,,
Laptop KIANO Slimnote 14.2 (KSN142HDD00001) N3350 4GB 500GB+32GB W10,"14.1"", 1366 x 768px",Intel Celeron N3350,4,500 GB HDD + 32 GB Flash,Intel HD Graphics,Windows 10 Home,,
Laptop LENOVO ThinkPad P52 i7-8850H 8GB 256GB SSD QP2000 W10P,"15.6"", 1920 x 1080px",Intel Core i7-8850H,8,256 GB SSD,NVIDIA Quadro P2000,Windows 10 Professional,,
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 8GB 500GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,
Laptop HYPERBOOK N85S Ryzen 7 4800H 8GB 500GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
Laptop HYPERBOOK N85S Ryzen 7 4800H 8GB 240GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB HDD,NVIDIA GeForce RTX 2060,Windows 10 Home,,
APPLE MacBook Pro 13 i5-8259U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8259U,8,256 GB SSD,Intel Iris Plus Graphics 655,macOS High Sierra,,
Laptop KRUGER&MATZ Explore 1403 (KM1403) x5-Z8350 4GB 32GB W10,"14"", 1920 x 1080px",Intel Atom x5-Z8350,4,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,
Laptop ASUS VivoBook X505BA-BR016T A9-9420 4GB 1000GB W10,"15.6"", 1366 x 768px",AMD A9-9420,4,1000 GB HDD,"AMD Radeon R5,
Zintegrowana",Windows 10 Home,,
