Title,Screen,Processor,RAM,Disk,Graphic_card,Operating_system,Price,Discounted_price
Laptop HYPERBOOK NH5 i7-10750H 8GB 500GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,500 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 865
Laptop HYPERBOOK NH5 i7-10750H 16GB 500GB SSD GF-GTX 1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,500 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,,5 470
Laptop HYPERBOOK SL504 i7-10875H 8GB 240GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10875H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,7 478
Laptop HYPERBOOK NH5 i7-10750H 8GB 500GB SSD GF-GTX 1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,500 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,,5 273
Laptop HYPERBOOK NH5 i7-10750H 8GB 240GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 125
Laptop HYPERBOOK NH5 i7-10750H 8GB 240GB SSD GF-GTX 1660Ti DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,240 GB SSD,NVIDIA GeForce GTX 1660 Ti,Brak,,5 117
Laptop HYPERBOOK NH5 i7-10750H 16GB 500GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,5 886
Laptop HYPERBOOK NH5 i5-10300H 16GB 500GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-10300H,16,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 126
Laptop HYPERBOOK NH5 i5-10300H 8GB 240GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-10300H,8,240 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,4 773
Laptop HYPERBOOK NH5 i7-10750H 16GB 500GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,500 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,6 062
Laptop HYPERBOOK NH5 i5-10300H 8GB 500GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-10300H,8,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,4 929
Laptop HYPERBOOK NH5 i5-10300H 8GB 240GB SSD GF-GTX 1650Ti DOS,"15.6"", 1920 x 1080px",Intel Core i5-10300H,8,240 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,4 181
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 16GB 500GB SSD GF-GTX 1650Ti W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,6 166
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 240GB SSD GF-RTX 2060 W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 646
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 16GB 500GB SSD GF-GTX 1650Ti DOS,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,5 574
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 500GB SSD GF-RTX 2060 DOS,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,6 210
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 16GB 500GB SSD GF-RTX 2060 DOS,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,6 406
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 500GB SSD GF-GTX 1650Ti W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 969
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 8GB 240GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 501
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 500GB SSD GF-GTX 1650Ti DOS,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,5 377
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 8GB 500GB SSD GF-GTX 1650Ti DOS,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,5 042
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 500GB SSD GF-RTX 2060 W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 802
Laptop HYPERBOOK NH5 i7-10750H 8GB 500GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 281
Laptop HYPERBOOK NH5 i7-10750H 16GB 500GB SSD GF-RTX 2060 W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 478
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 16GB 500GB SSD GF-RTX 2060 W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce RTX 2060,Windows 10 Home,,6 998
Laptop HYPERBOOK NH5 i7-10750H 8GB 500GB SSD GF-RTX 2060 DOS,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,500 GB SSD,NVIDIA GeForce RTX 2060,Brak,,5 690
Laptop HYPERBOOK NH5 i7-10750H 8GB 240GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-10750H,8,240 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,,5 709
Laptop HYPERBOOK NH5 i5-10300H 16GB 500GB SSD GF-GTX 1650Ti DOS,"15.6"", 1920 x 1080px",Intel Core i5-10300H,16,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,4 534
Laptop HYPERBOOK NH5 i5-10300H 8GB 500GB SSD GF-GTX 1650Ti DOS,"15.6"", 1920 x 1080px",Intel Core i5-10300H,8,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,4 337
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 16GB 500GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 854
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 8GB 500GB SSD GF-GTX 1650Ti W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 657
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 240GB SSD GF-RTX 2060 DOS,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB SSD,NVIDIA GeForce RTX 2060,Brak,,6 054
Laptop HYPERBOOK Pulsar Z17 Zen Ryzen 7 4800H 8GB 240GB SSD GF-GTX 1650Ti W10,"17.3"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB SSD,NVIDIA GeForce GTX 1650 TI,Windows 10 Home,,5 813
Laptop HYPERBOOK Pulsar Z15 Zen,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,8,240 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,4 909
Laptop HYPERBOOK Pulsar Z15 Zen Ryzen 7 4800H 16GB 500GB SSD GF-GTX 1650Ti DOS,"15.6"", 1920 x 1080px",AMD Ryzen 7 4800H,16,500 GB SSD,NVIDIA GeForce GTX 1650 TI,Brak,,5 262
Laptop DELL Inspiron 15 3593 i5-1035G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel HD Graphics 630,Windows 10 Home,3 299,2 999
Laptop DELL Inspiron 15 3583 5405U 4GB 128GB SSD W10S,"15.6"", 1920 x 1080px",Intel Pentium Gold 5405U,4,128 GB SSD,Intel UHD Graphics,Windows 10 S,2 199,1 799
Laptop DELL Inspiron 15 5593 i5-1035G1 8GB 512GB SSD GF-MX 230 W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,NVIDIA GeForce MX230,Windows 10 Home,3 999,3 399
Laptop LENOVO IdeaPad S540-14IML i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,,3 299
Laptop DELL Inspiron 3593 i3-1005G1 8GB 256GB SSD W10S,"15.6"", 1920 x 1080px",Intel Core i3-1005G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 S,2 399,2 299
Laptop ASUS TUF Gaming FX505DT Ryzen 5 3550H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,3 999,3 399
Laptop HUAWEI MateBook D15 Ryzen 7 3700U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",AMD Ryzen 7 3700U,8,512 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,2 999,2 899
Laptop LENOVO IdeaPad S540-14API Ryzen 7 3700U 8GB 1000GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 7 3700U,8,1000 GB SSD,AMD Radeon RX Vega 10,Windows 10 Home,3 999,3 499
Laptop ACER Nitro 5 i5-9300H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,4 199,3 599
Laptop ASUS TUF Gaming FX505DT Ryzen 5 3550H 16GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 599
Laptop HP Pavilion Gaming 15 Ryzen 5 3550H 8GB 512GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 699
Laptop HP Omen 15-DC1048NW i5-9300H 8GB 512GB SSD GF-GTX 1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,6 499,4 999
Laptop HP Omen 15-DC1018NW i7-9750H 8GB 512GB SSD GF-GTX1660Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-9750H,8,512 GB SSD,NVIDIA GeForce GTX 1660 Ti,Windows 10 Home,6 499,5 499
Laptop ACER Aspire F5-573G-52M7 (NX.GD4EP.013) i5-7200U 4GB 1000GB GF940MX W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,4,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,2 419
Laptop ASUS VivoBook 15 A512JA i5-1035G1 12GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,12,512 GB SSD,Intel UHD Graphics,Windows 10 Home,3 699,3 199
Laptop DELL Inspiron 15 3593 i5-1035G1 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,256 GB SSD,Intel UHD Graphics,Windows 10 Home,,2 699
Laptop HP 15S-FQ1103NW i5-1035G1 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,Intel UHD Graphics,Windows 10 Home,3 099,2 899
Laptop ACER Nitro 5 i5-10300H 16GB 512GB GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-10300H,16,512 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,4 699,4 199
Laptop LENOVO V110-15IAP (80TG012YPB) N3350 4GB 1000GB W10,"15.6"", 1366 x 768px",Intel Celeron N3350,4,1000 GB HDD,Intel HD Graphics 500,Windows 10 Home,,1 299
Laptop LENOVO IdeaPad 120S-14IAP (81A500CKPB) N4200 4GB 128GB SSD W10,"14"", 1366 x 768px",Intel Pentium N4200,4,128 GB SSD,Intel HD Graphics 505,Windows 10 Home,,1 499
Laptop HP 250 G6 (2XY71ES) i5-7200U 4GB 1000GB AMD 520 W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,4,1000 GB HDD,AMD Radeon 520,Windows 10 Home,,2 599
Laptop ACER Aspire 5 (NX.GVREP.014) i5-8250U 4GB 1000GB GFMX130 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,4,1000 GB HDD,NVIDIA GeForce MX130,Windows 10 Home,,2 479
Laptop HP 15-DW0013NW i3-7020U 4GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-7020U,4,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,2 199
Laptop ASUS VivoBook 15 A512FA i5-8265U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 999
Ultrabook ASUS ZenBook Flip UX360CA-DQ220T M3-7Y30 8GB 256GB SSD W10,"13.3"", 3200 x 1800px, Dotykowy",Intel Core M3-7Y30,8,256 GB SSD,Intel HD Graphics 615,Windows 10 Home,,2 249
Laptop HP Omen 17-AN010NW (2BS12EA) i5-7300HQ 8GB 1000GB GF-GTX1050 W10,"17.3"", 1920 x 1080px",Intel Core i5-7300HQ,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 699
Laptop ASUS X509FA i5-8265U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 599
Laptop LENOVO IdeaPad 320-15ISK (80XH00K6PB) i3-6006U 4GB 1000GB W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,1000 GB HDD,Intel HD Graphics 520,Windows 10 Home,,1 699
Laptop ACER Nitro 5 AN515-54 i5-8300H 8GB 512GB SSD GF-GTX 1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,512 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,2 999
Laptop DELL Inspiron 15 (5570-3231) i5-8250U 4GB 256GB SSD AMD 530 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,4,256 GB SSD,AMD Radeon 530,Windows 10 Home,,2 499
Laptop ASUS VivoBook Flip 14 (TP401CA-EC067T) m3-7Y30 8GB 256GB SSD W10 + Rysik,"14"", 1920 x 1080px, Dotykowy",Intel Core M3-7Y30,8,256 GB SSD,Intel HD Graphics 615,Windows 10 Home,,2 799
Laptop LENOVO Yoga 300-11IBR (80M100VNPB) N3060 2GB 32GB W10 + Office 365 Personal,"11.6"", 1366 x 768px, Dotykowy",Intel Celeron N3060,2,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,779
Laptop HUAWEI MateBook D (53010ECR) Ryzen 5 2500U 8GB 256GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 5 2500U,8,256 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,2 499
Laptop ACER Aspire E5-575G (NX.GDWEP.017) i3-6006U 4GB 1000GB GF940MX W10,"15.6"", 1366 x 768px",Intel Core i3-6006U,4,1000 GB HDD,NVIDIA GeForce 940MX,Windows 10 Home,,2 149
Laptop ACER Aspire 5 (NX.GVREP.015) i5-8250U 4GB 1000GB 128GB SSD GFMX130 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,4,1000 GB HDD + 128 GB SSD,NVIDIA GeForce MX130,Windows 10 Home,,2 649
Laptop LENOVO IdeaPad S145-14ILW 4205U 4GB 128GB SSD W10S,"14"", 1920 x 1080px",Intel Celeron 4205U,4,128 GB SSD,Intel UHD Graphics 610,Windows 10 S,1 549,1 349
Laptop DELL Inspiron G5 (5587-6769) i7-8750H 8GB 1000GB 128GB SSD GF-GTX1050 Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,3 599
Laptop HP 15-DW0019NW i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 499
Laptop HP 250 G6 (1TT46EA) N3060 4GB 500GB W10,"15.6"", 1366 x 768px",Intel Celeron N3060,4,500 GB HDD,Intel HD Graphics 400,Windows 10 Home,,1 199
Laptop ACER Aspire R5-571T-54M7 (NX.GCCEP.003) i5-7200U 8GB 1000GB W10,"15.6"", 1920 x 1080px, Dotykowy",Intel Core i5-7200U,8,1000 GB HDD,Intel HD Graphics 620,Windows 10 Home,,2 969
Laptop ACER Swift 3 SF314-56G (NX.H4LEP.019) i5-8265U 8GB 512GB SSD MX150 W10,"14"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,NVIDIA GeForce MX150,Windows 10 Home,,3 399
Laptop DELL Inspiron 17 (5767-6394) i3- 6006U 4GB 1000GB R7 M440 W10,"17.3"", 1600 x 900px",Intel Core i3-6006U,4,1000 GB HDD,AMD Radeon R7 M440,Windows 10 Home,,2 049
Laptop HP Pavilion 15-CS0002NW (4UG03EA) i5-8250U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 699
Laptop ACER Swift 3 (NX.GZBEP.001) i3-8130U 4GB 128GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i3-8130U,4,128 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 399
Laptop KIANO SlimNote 14.2 Srebrny x5-Z8350 2GB 32GB W10,"14.1"", 1366 x 768px",Intel Atom x5-Z8350,2,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,499
Laptop DELL Inspiron 5491 i5-10210U 8GB 512GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-10210U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 799
Laptop LENOVO IdeaPad 320-15IKBRN (81BG008VPB) i5-8250U 4GB 128GB SSD GFMX150 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,4,128 GB SSD,NVIDIA GeForce MX150,Windows 10 Home,,1 849
Laptop HP Pavilion x360 14-BA022NW (2HP33EA) i5-7200U 4GB 256GBSSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-7200U,4,256 GB SSD,Intel HD Graphics 620,Windows 10 Home,,2 379
Laptop ACER Swift 3 (NX.GQGEP.006) i5-8250U 4GB 256GB SSD W10,"14"", 1920 x 1080px",Intel Core i5-8250U,4,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 799
Laptop LENOVO IdeaPad 320-15ISK (80XH01PYPB/WKPB) i3-6006U 4GB 1000GB GF920MX W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,1000 GB HDD,NVIDIA GeForce 920MX,Windows 10 Home,,1 699
Laptop HUAWEI MateBook D i5-8250U 8GB 256GB SSD GFMX150 W10,"15.6"", 1920 x 1080px",Intel Core i5-8250U,8,256 GB SSD,NVIDIA GeForce MX150,Windows 10 Home,,2 899
Laptop ASUS VivoBook A540LA-XX1408T i3-5005U 4GB 256GB SSD W10,"15.6"", 1366 x 768px",Intel Core i3-5005U,4,256 GB SSD,Intel HD Graphics 5500,Windows 10 Home,,1 599
Laptop DELL Inspiron 15 (7577-0058) i7-7700HQ 8GB 1000GB 128GB SSD GF-GTX1050TI W10,"15.6"", 1920 x 1080px",Intel Core i7-7700HQ,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,3 799
Laptop ACER Spin 3 (NX.GUWEP.001) i3-6006U 4GB 128GB SSD W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i3-6006U,4,128 GB SSD,Intel HD Graphics 520,Windows 10 Home,,2 249
Laptop LENOVO IdeaPad S340-14API Ryzen 5 3500U 8GB 512GB SSD W10,"14"", 1920 x 1080px",AMD Ryzen 5 3500U,8,512 GB SSD,AMD Radeon Vega 8,Windows 10 Home,,2 299
Laptop ASUS A509FA i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 449
Laptop ASUS ROG GL552VW-DM789T i5-6300HQ 8GB 1000GB GF-GTX960M W10,"15.6"", 1920 x 1080px",Intel Core i5-6300HQ,8,1000 GB HDD,NVIDIA GeForce GTX 960M,Windows 10 Home,,2 759
Laptop HP Stream 13-C130NW N2840 2GB 32GB W10,"13.3"", 1366 x 768px",Intel Celeron N2840,2,32 GB Flash,Intel HD Graphics,Windows 10 Home,,969
Laptop ASUS TUF Gaming FX505DY Ryzen 5 8GB 512GB SSD RX 560X W10,"15.6"", 1920 x 1080px",AMD Ryzen 5 3550H,8,512 GB SSD,AMD Radeon RX 560X,Windows 10 Home,,2 999
Laptop LENOVO Ideapad S130-14 (81J2007BPB) N5000 4GB 128GB SSD W10S,"14"", 1920 x 1080px",Intel Pentium N5000,4,128 GB SSD,Intel UHD Graphics 605,Windows 10 S,,1 499
Laptop HP Pavilion 15-CS2014NW i5-8265U 8GB 256GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 699
Laptop ASUS VivoBook A540UB-DM157T i3-6006U 4GB 1000GB GFMX110 W10,"15.6"", 1920 x 1080px",Intel Core i3-6006U,4,1000 GB HDD,NVIDIA GeForce MX110,Windows 10 Home,,1 799
Laptop ACER Nitro 5 i5-9300H 8GB 512GB SSD GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-9300H,8,512 GB SSD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 199
Laptop LENOVO Legion Y530-15ICH (81FV00JFPB/WAPB) i5-8300H 8GB 1000GB GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 299
Laptop ACER Predator Helios 300 (NH.Q2CEP.002) i7-7700HQ 8GB 1000GB GF-GTX1050Ti W10,"15.6"", 1920 x 1080px",Intel Core i7-7700HQ,8,1000 GB HDD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,3 999
Laptop KIANO Intelect X3+ HD (KIX3HDS) x5-Z8350 4GB 32GB W10,"10.1"", 1280 x 800px, Dotykowy",Intel Atom x5-Z8350,4,32 GB Flash,Intel HD Graphics 400,Windows 10 Home,,599
Laptop LENOVO Yoga 520-14IKBR (81C8005FPB) i5-8250U 8GB 128GB SSD GF940MX W10,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,128 GB SSD,NVIDIA GeForce 940MX,Windows 10 Home,,2 949
Laptop LENOVO IdeaPad 320-15IKBN (80XL01H7PB) i5-7200U 4GB 1000GB W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,4,1000 GB HDD,Intel HD Graphics 620,Windows 10 Home,,2 149
Laptop ACER Nitro 5 i5-8300H 8GB 1000GB SSD GF-GTX 1650 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB SSD,NVIDIA GeForce GTX 1650,Windows 10 Home,,3 799
Laptop ASUS VivoBook (A512FA-EJ478T) i5-8265U 8GB 512GB SSD W10,"15.6"", 1920 x 1080px",Intel Core i5-8265U,8,512 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,2 799
Laptop ASUS FX503VD-E4295T i5-7300HQ 8GB 1000GB GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 199
APPLE MacBook Pro 13 i5-8257U 8GB 256GB SSD macOS,"13.3"", 2560 x 1600px",Intel Core i5-8257U,8,256 GB SSD,Intel Iris Plus Graphics 645,macOS Catalina,,6 499
Laptop ACER Predator Helios 300 (NH.Q3HEP.008) i7-8750H 8GB 1000GB 128GB SSD GF-GTX1050TI W10,"15.6"", 1920 x 1080px",Intel Core i7-8750H,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce GTX 1050 Ti,Windows 10 Home,,4 599
Laptop ACER Aspire 5 (NX.GUGEP.011) i7-8550U 8GB 1000GB 128GB SSD GF940MX W10,"15.6"", 1920 x 1080px",Intel Core i7-8550U,8,1000 GB HDD + 128 GB SSD,NVIDIA GeForce 940MX,Windows 10 Home,,3 419
Laptop DELL Inspiron 15 (7577-0034) i5-7300HQ 8GB 1000GB GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-7300HQ,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 199
Laptop LENOVO IdeaPad 120S-11 (81A400KBPB) N3350 2GB 32GB W10S,"11.6"", 1366 x 768px",Intel Celeron N3350,2,32 GB Flash,Intel HD Graphics 500,Windows 10 S,,799
Laptop ASUS VivoBook S14 S433FA i7-10510U 16GB 512GB SSD DOS,"14"", 1920 x 1080px",Intel Core i7-10510U,16,512 GB SSD,Intel UHD Graphics,Brak,,3 499
Laptop ASUS VivoBook 15 i5-1035G1 8GB 512GB SSD GF-MX 330 W10,"15.6"", 1920 x 1080px",Intel Core i5-1035G1,8,512 GB SSD,NVIDIA GeForce MX330,Windows 10 Home,,3 199
Laptop LENOVO IdeaPad 330-15IKB (81DC0098PB) i5-7200U 8GB 256GB SSD GF-MX130 W10,"15.6"", 1920 x 1080px",Intel Core i5-7200U,8,256 GB SSD,NVIDIA GeForce MX130,Windows 10 Home,,2 399
Laptop HP Pavilion 15-CX0033NW (4UG08EA) i5-8300H 8GB 1000GB 16GB OPT GF-GTX1050 W10,"15.6"", 1920 x 1080px",Intel Core i5-8300H,8,1000 GB HDD,NVIDIA GeForce GTX 1050,Windows 10 Home,,3 099
Laptop ASUS ZenBook Flip UX461UA-E1009T + Rysik i5-8250U 8GB 256GB SSD W10 + Rysik,"14"", 1920 x 1080px, Dotykowy",Intel Core i5-8250U,8,256 GB SSD,Intel UHD Graphics 620,Windows 10 Home,,3 999
Laptop KIANO Elegance 13.3 N3350 4GB 64GB W10,"13.3"", 1920 x 1080px, Dotykowy",Intel Celeron N3350,4,64 GB Flash,Intel HD Graphics 500,Windows 10 Home,,799
Laptop LENOVO Y700-15ISK (80NV00D1PB) i5-6300HQ 8GB 1000GB GF-GTX960M W10,"15.6"", 1920 x 1080px",Intel Core i5-6300HQ,8,1000 GB HDD,NVIDIA GeForce GTX 960M,Windows 10 Home,,3 069
